id,Kropki,Kreski,Robaki,Artefakty
7469991,0.2,0.4,0.2,0
7532171,0.2,0,0,0
6665739,1,0,0,0
7545973,0,0.4,0.4,0
7555006,0,0.6,0.2,0
9500636,0,0.8,0.2,0
7560022,0.4,0,0,0
7641366,0,0.2,0.6,0
6581952,1,0,0,0
7573913,0,0,0.8,0
6851423,1,0,0,0
7574764,0.2,0,0,0
6981236,1,0,0,0
7595590,0,0.8,0.2,0
5194881,0,0.4,0.6,0
7597348,0,0.4,0,0
7576600,1,0,0,0
7603004,0,0.8,0.2,0
7209591,0.8,0.2,0,0
7603097,0,0,0.8,0
5302797,1,0,0,0
7608810,0,0,0.8,0
7612303,0,0,0.8,0
9133862,0,0.2,0,0
4653889,1,0,0,0
7615920,0,0,0.6,0
6886787,1,0,0,0
7622578,0.2,0,0,0
6609923,0,1,0,0
7622764,0,0,0,0
6161956,1,0,0,0
7626075,0,0,0.8,0
5280724,1,0,0,0
7643443,0,0,0.8,0
7644668,0,0,0.2,0
9510175,0,0,0.2,0
6416924,1,0,0,0
7648032,0,0,0.2,0
7669171,0,0,0.2,0
9549831,1,0,0,0
5236979,1,0,0,0
7686204,0,0,0.2,0
7472985,1,0,0,0
7698006,0.2,0,0.6,0
6411194,1,0,0,0
7737993,0,0,0,0
7658066,1,0,0,0
7741225,0,0.8,0.2,0
6863236,1,0,0,0
7744488,0.2,0,0,0
7490925,1,0,0,0
7744576,0.2,0,0,0
5388768,1,0,0,0
7744618,0,0,0.6,0
5764980,0,0.4,0.6,0
7767273,0.4,0,0,0
5759175,0,0.4,0.4,0
7797882,0.2,0.4,0,0
7854983,0,0,0.2,0
8471578,1,0,0,0
4634635,1,0,0,0
7869954,0.4,0.2,0.2,0
6430408,1,0,0,0
7897302,0.2,0,0.4,0
7057571,1,0,0,0
7966496,0,0,0,0
8023336,0.2,0,0,0
16294165,0,1,0,0
7496561,1,0,0,0
8033249,0,0,0.8,0
7556714,1,0,0,0
8060193,0,0,0.8,0
8142070,0,0,0.8,0
8461320,0,0.8,0.2,0
6310864,1,0,0,0
8148990,0,0,1,0
7582422,0,0.6,0.2,0
8255855,0.2,0,0.2,0
6579089,1,0,0,0
8267167,0.2,0,0,0
5931057,0.4,0,0.4,0
8306261,0,0.4,0.6,0
6806528,0,0.4,0.6,0
8317259,0.4,0,0,0
5027961,0,0.2,0.8,0
8318867,0.2,0,0.2,0
5907515,0.8,0.2,0,0
8365728,0.2,0,0.6,0
6909843,0.2,0,0.6,0
8369483,0.2,0,0.2,0
7628648,1,0,0,0
8459519,0,0,0.6,0
7951242,0,0,0.8,0
8459589,0,0,0.6,0
7071648,1,0,0,0
8459708,0.4,0,0.2,0
4630337,1,0,0,0
8459837,0,0,0.6,0
8459846,0,0,0.2,0
8461600,0,0.6,0.2,0
6161654,1,0,0,0
8459932,0,0.4,0.2,0
5544429,1,0,0,0
8460143,0.8,0,0,0
5968762,0,0.8,0,0
8460218,0,0,0.6,0
7605907,0.2,0,0,0
8460381,0.4,0,0.2,0
7628766,1,0,0,0
8460605,0.4,0,0,0
8460376,1,0,0,0
8460855,0.4,0,0,0
5149527,1,0,0,0
8461268,0,0.2,0.2,0
5197380,0.4,0,0,0
8461658,0,0,0.8,0
4714998,1,0,0,0
8461996,0,0,0.6,0
7396313,0,0,0.6,0
8462123,0.4,0,0,0
7200454,1,0,0,0
8464174,0,0,0.8,0
5257198,0.2,0.8,0,0
8466669,0.4,0,0,0
8459817,0,0.2,0.8,0
8467816,0,0,0.2,0
7138610,0,0.2,0.4,0
8478762,0,0.6,0.2,0
6792842,0,0.2,0.6,0
8482991,0,0,0.8,0
7834866,0.8,0,0,0
8484449,0,0,0.6,0
8489608,0,0,0.6,0
9490014,0.8,0,0,0
6984358,0,0.8,0.2,0
8514558,0,0,0.6,0
8530160,0,0,0.6,0
9375959,1,0,0,0
5136041,1,0,0,0
8534151,0.4,0,0,0
6966064,0,1,0,0
8538024,0.2,0.6,0.2,0
9123817,0.2,0.2,0.2,0
9124003,0.2,0,0,0
9124137,0.4,0,0,0
9513303,0,0.8,0.2,0
8181201,1,0,0,0
9124145,0.2,0,0.6,0
7795162,0,0,0.4,0
9124159,0.2,0.6,0.2,0
4752861,0.2,0.2,0.6,0
9124164,0.4,0,0,0
5376213,0,0,0.8,0
9124194,0,0,0.8,0
6161705,0,0,0,0
9124217,0.4,0,0,0
4836361,0.2,0.6,0,0
9124224,0.6,0,0,0
7470095,0,0,0.6,0
9124230,0.4,0,0,0
5382004,0.6,0,0,0
9127404,0,0.2,0.8,0
7545405,1,0,0,0
9129139,0,0,0.8,0
6317300,1,0,0,0
9129173,0,0,1,0
5905491,1,0,0,0
9135286,0.4,0,0,0
9140411,0,0,0.8,0
9428976,1,0,0,0
6161953,1,0,0,0
9141568,0.2,0.4,0.2,0
6051308,1,0,0,0
9144234,0,0.4,0.2,0
7514900,0.6,0.2,0.2,0
9144272,0.4,0,0,0
6918547,1,0,0,0
9152349,0,0,0,0
5472916,1,0,0,0
9165330,0,0,0.4,0
6988458,0,0.6,0.2,0
9167476,0,0.2,0.4,0
9180800,0.2,0.6,0.2,0
9285690,1,0,0,0
7360054,0,0.2,0,0
9185890,0,0,1,0
5916160,0,0.4,0.2,0
9201366,0.4,0,0,0
7059791,0.8,0,0,0
9212379,0,0.2,0.2,0
5206746,0,0.8,0.2,0
9212931,0,0,0.6,0
5005116,0.6,0.4,0,0
9213054,0.4,0.2,0,0
9124037,1,0,0,0
9216526,0,0,0.8,0
5900541,1,0,0,0
9217027,0,0,0.8,0
4900688,1,0,0,0
9235722,0,0,0.8,0
7471061,0.8,0.2,0,0
9236567,0.2,0,0.6,0
8495418,0.6,0.2,0,0
9256612,0.4,0,0,0
5332569,1,0,0,0
9280390,0,0,0.6,0
6161430,0,0,0.6,0
9284922,0,0,1,0
8475406,0.8,0,0,0.2
9285003,0,0.4,0.6,0
5103820,0,0,0.6,0
9285342,0,0.2,0.2,0
5199143,1,0,0,0
9286439,0.4,0,0,0
10219928,0,0,0,1
10219929,0,0,0,1
10219931,0,0,0,1
10223942,0,0,0,1
10228003,0,0,0,1
10231268,0,0,0,1
10231560,0,0,0,1
10231667,0,0,0,1
10232861,0,0,0,1
10233802,0,0,0,1
10235049,0,0,0,1
10235948,0,0,0,1
10236884,0,0,0,1
10245995,0,0,0,1
10259085,0,0,0,1
10259097,0,0,0,1
1423633,0,0,0,1
1423831,0,0,0,1
1423932,0,0,0,1
1424898,0,0,0,1
1425966,0,0,0,1
1426183,0,0,0,1
1428338,0,0,0,1
1428689,0,0,0,1
1428995,0,0,0,1
1429042,0,0,0,1
1429130,0,0,0,1
1429361,0,0,0,1
1429363,0,0,0,1
1430355,0,0,0,1
1430365,0,0,0,1
1438462,0,0,0,1
1438662,0,0,0,1
1438698,0,0,0,1
1438699,0,0,0,1
1441422,0,0,0,1
1441431,0,0,0,1
1441840,0,0,0,1
1441841,0,0,0,1
1441842,0,0,0,1
1441843,0,0,0,1
1441844,0,0,0,1
1441845,0,0,0,1
1441846,0,0,0,1
1441847,0,0,0,1
1441848,0,0,0,1
1441849,0,0,0,1
1441850,0,0,0,1
1441851,0,0,0,1
1441852,0,0,0,1
1441853,0,0,0,1
1441855,0,0,0,1
1451756,0,0,0,1
1451757,0,0,0,1
1451758,0,0,0,1
1459424,0,0,0,1
1460111,0,0,0,1
1460112,0,0,0,1
1460113,0,0,0,1
1460114,0,0,0,1
1460116,0,0,0,1
1460117,0,0,0,1
1460146,0,0,0,1
1460155,0,0,0,1
1460156,0,0,0,1
1460388,0,0,0,1
1476574,0,0,0,1
1482480,0,0,0,1
1487780,0,0,0,1
1489155,0,0,0,1
1491263,0,0,0,1
1603819,0,0,0,1
1605975,0,0,0,1
1607611,0,0,0,1
1608634,0,0,0,1
1613649,0,0,0,1
1615987,0,0,0,1
1615990,0,0,0,1
1615991,0,0,0,1
1615992,0,0,0,1
1615993,0,0,0,1
1615994,0,0,0,1
1617864,0,0,0,1
1617919,0,0,0,1
1618681,0,0,0,1
1618683,0,0,0,1
1618684,0,0,0,1
1618686,0,0,0,1
1619717,0,0,0,1
1619718,0,0,0,1
1619806,0,0,0,1
1619807,0,0,0,1
1619808,0,0,0,1
1619811,0,0,0,1
1619812,0,0,0,1
1619813,0,0,0,1
1620483,0,0,0,1
1625052,0,0,0,1
1625296,0,0,0,1
1625975,0,0,0,1
1625977,0,0,0,1
1625978,0,0,0,1
1625979,0,0,0,1
1627321,0,0,0,1
1627325,0,0,0,1
1627417,0,0,0,1
1627514,0,0,0,1
1627523,0,0,0,1
1627545,0,0,0,1
1627657,0,0,0,1
1627659,0,0,0,1
1627865,0,0,0,1
1627871,0,0,0,1
1627878,0,0,0,1
1627879,0,0,0,1
1627880,0,0,0,1
1627885,0,0,0,1
1627886,0,0,0,1
1627888,0,0,0,1
1627889,0,0,0,1
1628274,0,0,0,1
1631769,0,0,0,1
1631778,0,0,0,1
1631785,0,0,0,1
1634191,0,0,0,1
1634192,0,0,0,1
1634195,0,0,0,1
1634196,0,0,0,1
1634197,0,0,0,1
1634198,0,0,0,1
1634647,0,0,0,1
1636216,0,0,0,1
1636220,0,0,0,1
1636221,0,0,0,1
1637101,0,0,0,1
1637102,0,0,0,1
1637105,0,0,0,1
1637122,0,0,0,1
1637124,0,0,0,1
1637128,0,0,0,1
1637178,0,0,0,1
1637180,0,0,0,1
1637181,0,0,0,1
1637185,0,0,0,1
1637187,0,0,0,1
1637188,0,0,0,1
1641409,0,0,0,1
1641411,0,0,0,1
1641412,0,0,0,1
1641413,0,0,0,1
1641414,0,0,0,1
1641415,0,0,0,1
1641416,0,0,0,1
1641417,0,0,0,1
1641419,0,0,0,1
1641420,0,0,0,1
1641421,0,0,0,1
1641422,0,0,0,1
1642077,0,0,0,1
1642078,0,0,0,1
1642079,0,0,0,1
1642082,0,0,0,1
1642555,0,0,0,1
1642557,0,0,0,1
1643514,0,0,0,1
1643524,0,0,0,1
1643725,0,0,0,1
1643728,0,0,0,1
1643729,0,0,0,1
1643768,0,0,0,1
1643984,0,0,0,1
1643985,0,0,0,1
1644130,0,0,0,1
1645127,0,0,0,1
1646052,0,0,0,1
1646393,0,0,0,1
1646631,0,0,0,1
1649484,0,0,0,1
1649485,0,0,0,1
1649486,0,0,0,1
1649487,0,0,0,1
1650388,0,0,0,1
1650394,0,0,0,1
1650395,0,0,0,1
1650396,0,0,0,1
1650397,0,0,0,1
1650398,0,0,0,1
1650405,0,0,0,1
1652573,0,0,0,1
1653165,0,0,0,1
1654502,0,0,0,1
1654516,0,0,0,1
1654519,0,0,0,1
1655126,0,0,0,1
1657021,0,0,0,1
1657023,0,0,0,1
1657478,0,0,0,1
1657479,0,0,0,1
1657480,0,0,0,1
1657481,0,0,0,1
1657485,0,0,0,1
1657486,0,0,0,1
1657487,0,0,0,1
1657489,0,0,0,1
1657492,0,0,0,1
1657493,0,0,0,1
1660040,0,0,0,1
1660041,0,0,0,1
1660042,0,0,0,1
1660491,0,0,0,1
1660498,0,0,0,1
1660500,0,0,0,1
1660501,0,0,0,1
1660502,0,0,0,1
1660504,0,0,0,1
1660680,0,0,0,1
1660683,0,0,0,1
1661566,0,0,0,1
1661567,0,0,0,1
1661569,0,0,0,1
1661570,0,0,0,1
1662830,0,0,0,1
1662831,0,0,0,1
1664926,0,0,0,1
1665515,0,0,0,1
1665629,0,0,0,1
1665652,0,0,0,1
1666337,0,0,0,1
1666342,0,0,0,1
1667079,0,0,0,1
1667113,0,0,0,1
1667149,0,0,0,1
1667173,0,0,0,1
1667174,0,0,0,1
1667175,0,0,0,1
1667178,0,0,0,1
1667180,0,0,0,1
1667183,0,0,0,1
1667200,0,0,0,1
1669921,0,0,0,1
1669947,0,0,0,1
1669949,0,0,0,1
1669950,0,0,0,1
1669951,0,0,0,1
1669952,0,0,0,1
1669953,0,0,0,1
1670106,0,0,0,1
1670107,0,0,0,1
1670898,0,0,0,1
1671134,0,0,0,1
1683483,0,0,0,1
1683484,0,0,0,1
1683485,0,0,0,1
1683486,0,0,0,1
1683487,0,0,0,1
1683488,0,0,0,1
1683489,0,0,0,1
1683490,0,0,0,1
1683491,0,0,0,1
1683492,0,0,0,1
1683493,0,0,0,1
1683494,0,0,0,1
1683495,0,0,0,1
1683496,0,0,0,1
1683497,0,0,0,1
1683745,0,0,0,1
1684641,0,0,0,1
1684643,0,0,0,1
1684645,0,0,0,1
1684647,0,0,0,1
1684649,0,0,0,1
1687400,0,0,0,1
1688534,0,0,0,1
1688535,0,0,0,1
1688536,0,0,0,1
1688538,0,0,0,1
1688539,0,0,0,1
1688540,0,0,0,1
1688541,0,0,0,1
1688543,0,0,0,1
1688544,0,0,0,1
1688547,0,0,0,1
1688553,0,0,0,1
1690991,0,0,0,1
2400865,0,0,0,1
2400868,0,0,0,1
2400870,0,0,0,1
2400872,0,0,0,1
2400874,0,0,0,1
2400875,0,0,0,1
2400877,0,0,0,1
2406794,0,0,0,1
2407974,0,0,0,1
2408448,0,0,0,1
2409684,0,0,0,1
2409685,0,0,0,1
2409686,0,0,0,1
2409689,0,0,0,1
2409690,0,0,0,1
2409691,0,0,0,1
2409692,0,0,0,1
2409693,0,0,0,1
2409694,0,0,0,1
2409696,0,0,0,1
2409697,0,0,0,1
2409698,0,0,0,1
2409699,0,0,0,1
2409700,0,0,0,1
2409701,0,0,0,1
2409702,0,0,0,1
2409703,0,0,0,1
2409706,0,0,0,1
2410186,0,0,0,1
2410187,0,0,0,1
2410188,0,0,0,1
2410190,0,0,0,1
2410192,0,0,0,1
2410196,0,0,0,1
2411752,0,0,0,1
2411753,0,0,0,1
2411754,0,0,0,1
2411755,0,0,0,1
2411756,0,0,0,1
2411757,0,0,0,1
2411758,0,0,0,1
2419980,0,0,0,1
2419990,0,0,0,1
2420546,0,0,0,1
2423912,0,0,0,1
2423919,0,0,0,1
2426566,0,0,0,1
2427534,0,0,0,1
2427535,0,0,0,1
2427536,0,0,0,1
2427584,0,0,0,1
2427585,0,0,0,1
2432339,0,0,0,1
2432466,0,0,0,1
2432468,0,0,0,1
2432509,0,0,0,1
2432510,0,0,0,1
2432511,0,0,0,1
2432512,0,0,0,1
2432513,0,0,0,1
2436434,0,0,0,1
2436928,0,0,0,1
2436929,0,0,0,1
2436931,0,0,0,1
2437003,0,0,0,1
2437468,0,0,0,1
2440228,0,0,0,1
2443385,0,0,0,1
2443928,0,0,0,1
2445104,0,0,0,1
2445354,0,0,0,1
2445387,0,0,0,1
2445793,0,0,0,1
2445794,0,0,0,1
2446556,0,0,0,1
2450190,0,0,0,1
2452164,0,0,0,1
2452680,0,0,0,1
2452681,0,0,0,1
2452971,0,0,0,1
2453172,0,0,0,1
2453173,0,0,0,1
2453174,0,0,0,1
2453176,0,0,0,1
2453188,0,0,0,1
2453189,0,0,0,1
2453925,0,0,0,1
2454578,0,0,0,1
2454580,0,0,0,1
2454582,0,0,0,1
2454583,0,0,0,1
2455949,0,0,0,1
2456427,0,0,0,1
2458460,0,0,0,1
2460046,0,0,0,1
2460047,0,0,0,1
2460049,0,0,0,1
2460051,0,0,0,1
2460053,0,0,0,1
2460054,0,0,0,1
2460056,0,0,0,1
2460061,0,0,0,1
2460063,0,0,0,1
2460065,0,0,0,1
2460069,0,0,0,1
2460070,0,0,0,1
2460071,0,0,0,1
2460073,0,0,0,1
2466129,0,0,0,1
2466131,0,0,0,1
2466133,0,0,0,1
2466134,0,0,0,1
2466135,0,0,0,1
2466137,0,0,0,1
2466139,0,0,0,1
2466140,0,0,0,1
2466141,0,0,0,1
2466145,0,0,0,1
2466147,0,0,0,1
2466149,0,0,0,1
2466150,0,0,0,1
2466151,0,0,0,1
2466153,0,0,0,1
2466154,0,0,0,1
2466157,0,0,0,1
2466158,0,0,0,1
2469337,0,0,0,1
2471668,0,0,0,1
2474081,0,0,0,1
2474199,0,0,0,1
2474691,0,0,0,1
2475063,0,0,0,1
2475812,0,0,0,1
2476400,0,0,0,1
2476402,0,0,0,1
2476404,0,0,0,1
2476405,0,0,0,1
2476406,0,0,0,1
2476407,0,0,0,1
2476408,0,0,0,1
2476409,0,0,0,1
2476410,0,0,0,1
2476411,0,0,0,1
2476412,0,0,0,1
2476980,0,0,0,1
2479317,0,0,0,1
2480178,0,0,0,1
2480185,0,0,0,1
2480186,0,0,0,1
2480187,0,0,0,1
2480188,0,0,0,1
2480189,0,0,0,1
2481230,0,0,0,1
2495763,0,0,0,1
2497028,0,0,0,1
2497529,0,0,0,1
2497530,0,0,0,1
2498189,0,0,0,1
2498191,0,0,0,1
2498192,0,0,0,1
2498305,0,0,0,1
2498306,0,0,0,1
2498308,0,0,0,1
2498376,0,0,0,1
2498377,0,0,0,1
2498378,0,0,0,1
2498379,0,0,0,1
2498380,0,0,0,1
2498381,0,0,0,1
2498382,0,0,0,1
2498383,0,0,0,1
2498385,0,0,0,1
2498386,0,0,0,1
2498387,0,0,0,1
2498421,0,0,0,1
2498422,0,0,0,1
2498462,0,0,0,1
2498910,0,0,0,1
2498936,0,0,0,1
2498937,0,0,0,1
2498953,0,0,0,1
2498954,0,0,0,1
2499017,0,0,0,1
2499885,0,0,0,1
2499886,0,0,0,1
2499887,0,0,0,1
2499888,0,0,0,1
2500823,0,0,0,1
2500824,0,0,0,1
2500825,0,0,0,1
2500826,0,0,0,1
2500830,0,0,0,1
2500838,0,0,0,1
2500841,0,0,0,1
2500882,0,0,0,1
2500921,0,0,0,1
2500922,0,0,0,1
2508080,0,0,0,1
2508442,0,0,0,1
2508443,0,0,0,1
2508444,0,0,0,1
2508445,0,0,0,1
2508446,0,0,0,1
2508447,0,0,0,1
2508448,0,0,0,1
2508449,0,0,0,1
2508741,0,0,0,1
2511231,0,0,0,1
2511550,0,0,0,1
2512119,0,0,0,1
2512120,0,0,0,1
2512121,0,0,0,1
2512420,0,0,0,1
2512840,0,0,0,1
2512842,0,0,0,1
2513554,0,0,0,1
2513576,0,0,0,1
2513603,0,0,0,1
2514618,0,0,0,1
2515099,0,0,0,1
2515100,0,0,0,1
2515101,0,0,0,1
2516238,0,0,0,1
2516416,0,0,0,1
2516418,0,0,0,1
2516420,0,0,0,1
2516421,0,0,0,1
2516708,0,0,0,1
2516709,0,0,0,1
2516711,0,0,0,1
2520087,0,0,0,1
2520610,0,0,0,1
2521380,0,0,0,1
2521713,0,0,0,1
2521795,0,0,0,1
2522319,0,0,0,1
2523556,0,0,0,1
2525285,0,0,0,1
2525838,0,0,0,1
2529566,0,0,0,1
2529567,0,0,0,1
2529568,0,0,0,1
2529616,0,0,0,1
2529617,0,0,0,1
2534335,0,0,0,1
2534336,0,0,0,1
2534337,0,0,0,1
2534342,0,0,0,1
2534343,0,0,0,1
2534345,0,0,0,1
2534347,0,0,0,1
2534349,0,0,0,1
2534588,0,0,0,1
2535467,0,0,0,1
2535680,0,0,0,1
2535681,0,0,0,1
2535901,0,0,0,1
2536209,0,0,0,1
2538769,0,0,0,1
2538770,0,0,0,1
2538771,0,0,0,1
2538772,0,0,0,1
2538773,0,0,0,1
2538774,0,0,0,1
2539901,0,0,0,1
2539904,0,0,0,1
2540131,0,0,0,1
2542019,0,0,0,1
2542765,0,0,0,1
2545365,0,0,0,1
2545955,0,0,0,1
2545956,0,0,0,1
2545957,0,0,0,1
2545958,0,0,0,1
2546351,0,0,0,1
2546352,0,0,0,1
2546353,0,0,0,1
2546354,0,0,0,1
2546355,0,0,0,1
2546356,0,0,0,1
2546357,0,0,0,1
2546358,0,0,0,1
2546359,0,0,0,1
2546594,0,0,0,1
2546751,0,0,0,1
2546752,0,0,0,1
2546753,0,0,0,1
2546881,0,0,0,1
2546915,0,0,0,1
2546917,0,0,0,1
2546918,0,0,0,1
2546919,0,0,0,1
2546920,0,0,0,1
2546923,0,0,0,1
2546927,0,0,0,1
2546928,0,0,0,1
2546929,0,0,0,1
2546932,0,0,0,1
2546943,0,0,0,1
2546944,0,0,0,1
2546945,0,0,0,1
2546947,0,0,0,1
2547317,0,0,0,1
2547318,0,0,0,1
2547319,0,0,0,1
2547320,0,0,0,1
2547321,0,0,0,1
2547322,0,0,0,1
2547323,0,0,0,1
2547325,0,0,0,1
2547328,0,0,0,1
2547980,0,0,0,1
2547982,0,0,0,1
2547983,0,0,0,1
2549432,0,0,0,1
2549435,0,0,0,1
2549436,0,0,0,1
2549437,0,0,0,1
2549452,0,0,0,1
2549453,0,0,0,1
2549598,0,0,0,1
2555366,0,0,0,1
2555375,0,0,0,1
2555754,0,0,0,1
2555756,0,0,0,1
2555759,0,0,0,1
2558772,0,0,0,1
2559005,0,0,0,1
2559006,0,0,0,1
2559022,0,0,0,1
2559023,0,0,0,1
2559024,0,0,0,1
2559026,0,0,0,1
2559027,0,0,0,1
2559028,0,0,0,1
2559029,0,0,0,1
2559944,0,0,0,1
2560845,0,0,0,1
2560846,0,0,0,1
2560850,0,0,0,1
2560851,0,0,0,1
2560852,0,0,0,1
2560853,0,0,0,1
2560974,0,0,0,1
2561303,0,0,0,1
2561399,0,0,0,1
2561400,0,0,0,1
2574911,0,0,0,1
2574931,0,0,0,1
2575603,0,0,0,1
2577806,0,0,0,1
2577811,0,0,0,1
2577812,0,0,0,1
2580390,0,0,0,1
2580915,0,0,0,1
2581253,0,0,0,1
2581552,0,0,0,1
2581553,0,0,0,1
2581555,0,0,0,1
2581704,0,0,0,1
2581706,0,0,0,1
2581707,0,0,0,1
2581708,0,0,0,1
2581709,0,0,0,1
2581710,0,0,0,1
2581711,0,0,0,1
2581712,0,0,0,1
2581713,0,0,0,1
2581715,0,0,0,1
2584079,0,0,0,1
2597932,0,0,0,1
2597942,0,0,0,1
2597944,0,0,0,1
2598012,0,0,0,1
2598188,0,0,0,1
2598192,0,0,0,1
2598199,0,0,0,1
2598200,0,0,0,1
2598614,0,0,0,1
2598616,0,0,0,1
2599731,0,0,0,1
2599752,0,0,0,1
2599767,0,0,0,1
5202352,0,0,0,1
5206853,0,0,0,1
5211132,0,0,0,1
5211242,0,0,0,1
5212103,0,0,0,1
5214462,0,0,0,1
5222743,0,0,0,1
5225363,0,0,0,1
5236335,0,0,0,1
5237484,0,0,0,1
5242990,0,0,0,1
5249458,0,0,0,1
5251744,0,0,0,1
5251757,0,0,0,1
5252049,0,0,0,1
5253112,0,0,0,1
5265417,0,0,0,1
5270431,0,0,0,1
5277767,0,0,0,1
5278705,0,0,0,1
5281089,0,0,0,1
5282060,0,0,0,1
5282061,0,0,0,1
5282062,0,0,0,1
5282887,0,0,0,1
5283018,0,0,0,1
5283115,0,0,0,1
5284305,0,0,0,1
5286353,0,0,0,1
5286936,0,0,0,1
5288422,0,0,0,1
5288686,0,0,0,1
5290346,0,0,0,1
5296073,0,0,0,1
5300049,0,0,0,1
9403145,0,0,0,1
9403146,0,0,0,1
9407114,0,0,0,1
9408445,0,0,0,1
9408634,0,0,0,1
9408825,0,0,0,1
9408826,0,0,0,1
9411127,0,0,0,1
9412347,0,0,0,1
9412349,0,0,0,1
9412351,0,0,0,1
9412352,0,0,0,1
9412354,0,0,0,1
9412356,0,0,0,1
9412357,0,0,0,1
9415587,0,0,0,1
9415650,0,0,0,1
9415651,0,0,0,1
9415652,0,0,0,1
9415653,0,0,0,1
9415654,0,0,0,1
9415655,0,0,0,1
9415656,0,0,0,1
9415658,0,0,0,1
9415659,0,0,0,1
9415660,0,0,0,1
9415661,0,0,0,1
9415662,0,0,0,1
9415663,0,0,0,1
9416223,0,0,0,1
9416448,0,0,0,1
9417570,0,0,0,1
9417572,0,0,0,1
9417573,0,0,0,1
9417574,0,0,0,1
9417575,0,0,0,1
9417576,0,0,0,1
9417577,0,0,0,1
9417592,0,0,0,1
9417593,0,0,0,1
9417594,0,0,0,1
9417595,0,0,0,1
9417596,0,0,0,1
9417597,0,0,0,1
9417599,0,0,0,1
9417600,0,0,0,1
9417601,0,0,0,1
9417618,0,0,0,1
9417619,0,0,0,1
9417620,0,0,0,1
9417621,0,0,0,1
9417622,0,0,0,1
9417623,0,0,0,1
9417624,0,0,0,1
9417625,0,0,0,1
9417626,0,0,0,1
9417653,0,0,0,1
9417654,0,0,0,1
9417655,0,0,0,1
9417656,0,0,0,1
9417657,0,0,0,1
9417658,0,0,0,1
9417659,0,0,0,1
9417661,0,0,0,1
9417662,0,0,0,1
9417663,0,0,0,1
9417664,0,0,0,1
9417665,0,0,0,1
9417666,0,0,0,1
9417667,0,0,0,1
9417668,0,0,0,1
9417669,0,0,0,1
9417670,0,0,0,1
9417671,0,0,0,1
9417672,0,0,0,1
9417673,0,0,0,1
9417674,0,0,0,1
9417675,0,0,0,1
9417676,0,0,0,1
9417677,0,0,0,1
9417678,0,0,0,1
9417679,0,0,0,1
9417680,0,0,0,1
9417681,0,0,0,1
9417745,0,0,0,1
9417746,0,0,0,1
9417747,0,0,0,1
9417748,0,0,0,1
9417749,0,0,0,1
9417751,0,0,0,1
9417752,0,0,0,1
9417753,0,0,0,1
9417754,0,0,0,1
9417755,0,0,0,1
9417757,0,0,0,1
9417758,0,0,0,1
9417759,0,0,0,1
9417764,0,0,0,1
9417765,0,0,0,1
9417766,0,0,0,1
9417767,0,0,0,1
9417768,0,0,0,1
9417769,0,0,0,1
9417770,0,0,0,1
9417771,0,0,0,1
9417772,0,0,0,1
9417773,0,0,0,1
9417774,0,0,0,1
9417776,0,0,0,1
9417777,0,0,0,1
9417778,0,0,0,1
9417779,0,0,0,1
9417780,0,0,0,1
9417781,0,0,0,1
9417782,0,0,0,1
9417783,0,0,0,1
9417830,0,0,0,1
9417831,0,0,0,1
9417832,0,0,0,1
9417833,0,0,0,1
9417834,0,0,0,1
9417835,0,0,0,1
9417836,0,0,0,1
9417837,0,0,0,1
9417838,0,0,0,1
9417839,0,0,0,1
9417840,0,0,0,1
9417841,0,0,0,1
9417850,0,0,0,1
9417851,0,0,0,1
9417852,0,0,0,1
9417853,0,0,0,1
9417854,0,0,0,1
9417876,0,0,0,1
9417879,0,0,0,1
9417880,0,0,0,1
9417881,0,0,0,1
9417882,0,0,0,1
9417883,0,0,0,1
9417884,0,0,0,1
9417885,0,0,0,1
9417886,0,0,0,1
9417887,0,0,0,1
9417888,0,0,0,1
9418712,0,0,0,1
9418990,0,0,0,1
9419433,0,0,0,1
9419870,0,0,0,1
9420346,0,0,0,1
9420581,0,0,0,1
9421198,0,0,0,1
9421296,0,0,0,1
9421309,0,0,0,1
9421310,0,0,0,1
9421323,0,0,0,1
9421325,0,0,0,1
9421327,0,0,0,1
9421391,0,0,0,1
9421396,0,0,0,1
9421400,0,0,0,1
9421405,0,0,0,1
9421407,0,0,0,1
9421410,0,0,0,1
9421411,0,0,0,1
9421413,0,0,0,1
9421465,0,0,0,1
9421603,0,0,0,1
9421609,0,0,0,1
9421637,0,0,0,1
9421651,0,0,0,1
9421673,0,0,0,1
9421681,0,0,0,1
9421682,0,0,0,1
9422815,0,0,0,1
9423112,0,0,0,1
9423113,0,0,0,1
9423114,0,0,0,1
9423115,0,0,0,1
9423116,0,0,0,1
9423117,0,0,0,1
9423118,0,0,0,1
9423119,0,0,0,1
9423120,0,0,0,1
9423121,0,0,0,1
9423122,0,0,0,1
9423127,0,0,0,1
9423138,0,0,0,1
9423139,0,0,0,1
9423179,0,0,0,1
9423211,0,0,0,1
9423262,0,0,0,1
9423263,0,0,0,1
9423265,0,0,0,1
9423266,0,0,0,1
9423267,0,0,0,1
9423268,0,0,0,1
9423269,0,0,0,1
9423270,0,0,0,1
9423271,0,0,0,1
9423272,0,0,0,1
9423273,0,0,0,1
9423274,0,0,0,1
9423275,0,0,0,1
9423276,0,0,0,1
9423348,0,0,0,1
9423723,0,0,0,1
9424281,0,0,0,1
9424376,0,0,0,1
9424377,0,0,0,1
9424453,0,0,0,1
9424499,0,0,0,1
